55	45	of the best acted most	45	of the best acted most 	0	-5.10615	-5.10615	0.00000	5	0.27900	0.27900
56	70	poor production best skip this	70	poor production best skip this 	0	-9.26062	-9.26062	0.00000	5	0.09875	0.09875
57	0	fer i enjoyed barbara bel	47	wife i thought she and 	47	-31.03303	-26.45442	4.57861	1	0.00043	0.00134
58	36	is the best she helped	37	is the best she helped 	1	-24.67606	-4.39809	20.27797	5	0.00209	0.33303
59	43	soundtrack is awful and has	43	soundtrack is awful and has 	0	-3.99625	-3.99625	0.00000	5	0.36822	0.36822
60	46	gave their best romantic performance	46	gave their best romantic performance 	0	-9.37549	-9.37549	0.00000	5	0.09596	0.09596
61	71	the 50 best horror movie	71	the 50 best horror movie 	0	-4.21923	-4.21923	0.00000	5	0.34826	0.34826
62	45	takes one bad joke after	45	takes one bad joke after 	0	-10.49184	-10.49184	0.00000	5	0.07259	0.07259
63	-1	reiser was excellent although i	3	  and the sense of 	4	-33.37387	-17.20054	16.17333	1	0.00024	0.01357
64	65	is a waste of the	65	is a waste of the 	0	-2.54628	-2.54628	0.00000	5	0.52910	0.52910
65	41	tone the fantastic soundtrack the	42	tone the fantastic soundtrack the 	1	-23.78078	-0.42259	23.35819	5	0.00262	0.89974
66	46	almost as bad as the	46	almost as bad as the 	0	-2.47626	-2.47626	0.00000	5	0.53845	0.53845
67	40	of the best western ever	40	of the best western ever 	0	-6.65781	-6.65781	0.00000	5	0.18929	0.18929
68	-1	is a waste of my	0	          	1	-24.33493	-24.33493	0.00000	0	0.00228	0.00228
69	41	the two best thing in	41	the two best thing in 	0	-6.90411	-6.90411	0.00000	5	0.17799	0.17799
70	0	worth seeing 8/10	41	hard but year later a 	41	-25.33444	-23.11419	2.22025	0	0.00178	0.00309
71	0	moore so perfectly it trapped	26	moore is perfect as a 	26	-42.62039	-12.04082	30.57957	1	0.00002	0.04928
72	41	is his best film to	41	is his best film to 	0	-8.16998	-8.16998	0.00000	5	0.12970	0.12970
73	41	they do best show off	41	they do best show off 	0	-13.05463	-13.05463	0.00000	5	0.03825	0.03825
74	40	academy award best actor and	40	academy award best actor and 	0	-1.58550	-1.58550	0.00000	5	0.67275	0.67275
75	0	all time great robert downey	0	          	0	-25.75092	-25.75092	0.00000	1	0.00160	0.00160
76	0	arguably his best highlight spanky's	0	          	0	-23.68865	-23.68865	0.00000	2	0.00268	0.00268
77	43	good show great i also	43	good show great i also 	0	-11.24268	-11.24268	0.00000	5	0.06016	0.06016
78	64	5/10 cinematography 8/10 my overall	65	cinematography 8 10 my overall 	1	-22.07205	-8.51658	13.55547	5	0.00401	0.11894
79	41	this disgusting waste of time	41	this disgusting waste of time 	0	-1.54222	-1.54222	0.00000	5	0.68007	0.68007
80	39	far the best show on	39	far the best show on 	0	-3.01524	-3.01524	0.00000	5	0.47057	0.47057
81	44	a total waste of time	44	a total waste of time 	0	-0.77540	-0.77540	0.00000	5	0.82378	0.82378
82	42	imagery how beautifully the opening	43	imagery how beautifully the opening 	1	-32.44928	-6.32150	26.12778	5	0.00030	0.20590
83	0	borel is unfortunately not a	40	ms is unfortunately not a 	40	-33.20712	-21.01201	12.19511	4	0.00025	0.00523
84	40	of the worst film i	40	of the worst film i 	0	-0.93788	-0.93788	0.00000	5	0.79099	0.79099
85	0	the always fantastic kevin spacey	45	the always fantastic kevin as 	45	-37.62807	-26.35348	11.27459	4	0.00008	0.00138
86	0	was so beautiful then	54	and still shot from the 	54	-34.73950	-33.25087	1.48863	0	0.00017	0.00025
87	-1	do not waste your time	73	        better 	74	-29.25285	-29.25285	0.00000	0	0.00067	0.00067
88	0	is my favorite of vincent	45	is my favorite of work 	45	-21.12712	-12.33726	8.78986	4	0.00508	0.04576
89	41	during the worst terrorist attack	41	during the worst terrorist attack 	0	-0.62806	-0.62806	0.00000	5	0.85469	0.85469
90	0	single most annoying and convoluted	39	the single most annoying and 	39	-34.07837	-14.57389	19.50448	4	0.00020	0.02616
91	73	shallow and forgettable cop movie	73	shallow and forgettable cop movie 	0	-2.87196	-2.87196	0.00000	5	0.48773	0.48773
92	68	again another disappointing movie that	68	again another disappointing movie that 	0	-4.75091	-4.75091	0.00000	5	0.30491	0.30491
93	45	that works perfectly for de	0	          	-45	-14.37549	-7.36881	7.00668	0	0.02749	0.15847
94	0	joan crawford's best talky it	47	joan best it was the 	47	-37.88006	-22.91125	14.96881	3	0.00008	0.00325
95	-1	a 100 best list hustle	41	on a 100 best list 	42	-67.61230	-21.12194	46.49036	4	0.00000	0.00509
96	45	is a terrible movie terrible	45	is a terrible movie terrible 	0	-10.52654	-10.52654	0.00000	5	0.07196	0.07196
97	39	was pretty disappointed as has	39	was pretty disappointed as has 	0	-11.60611	-11.60611	0.00000	5	0.05494	0.05494
98	42	the single worst show on	42	the single worst show on 	0	-6.34920	-6.34920	0.00000	5	0.20448	0.20448
99	69	your life 2/10 i am	69	life 2 10 i am 	0	-7.01710	-7.01710	0.00000	5	0.17303	0.17303
100	46	safe and/or dull the pianist	46	safe and or dull the 	0	-9.95325	-9.95325	0.00000	5	0.08305	0.08305
101	42	movie any worse than this	42	movie any worse than this 	0	-7.34615	-7.34615	0.00000	5	0.15937	0.15937
102	0	the dark 8/10	61	joke are cheap but it 	61	-50.96335	-25.71920	25.24415	0	0.00000	0.00161
103	0	scarwid are great as pat	42	joe and are great as 	42	-29.87830	-23.63471	6.24359	3	0.00057	0.00272
104	40	to be funny in this	40	to be funny in this 	0	-2.77352	-2.77352	0.00000	5	0.49988	0.49988
105	40	happening the awful choice of	40	happening the awful choice of 	0	-7.33756	-7.33756	0.00000	5	0.15971	0.15971
106	0	of hollywood's best supporting star	47	some of best supporting star 	47	-44.70899	-12.81548	31.89351	4	0.00001	0.04060
107	41	create a stupid disgusting film	41	create a stupid disgusting film 	0	-4.13548	-4.13548	0.00000	5	0.35563	0.35563
108	40	story is excellent but like	40	story is excellent but like 	0	-11.70060	-11.70060	0.00000	5	0.05366	0.05366
109	0	best stephen king	41	    best stephen king 	41	-36.80091	-4.98746	31.81345	5	0.00010	0.28740
110	42	about your worse than average	42	about your worse than average 	0	-9.58107	-9.58107	0.00000	5	0.09115	0.09115
111	39	it is refreshing to see	39	it is refreshing to see 	0	-0.90583	-0.90583	0.00000	5	0.79735	0.79735
112	0	as the best film treatmant	42	as the best film of 	42	-37.86276	-5.24215	32.62061	4	0.00008	0.26968
113	44	that the best member of	44	that the best member of 	0	-2.82649	-2.82649	0.00000	5	0.49331	0.49331
114	45	and gore annoying and pointless	45	and gore annoying and pointless 	0	-12.42106	-12.42106	0.00000	5	0.04481	0.04481
115	43	of the worst movie of	43	of the worst movie of 	0	-0.82747	-0.82747	0.00000	5	0.81313	0.81313
116	0	of arnold's best he does	48	he does best in the 	48	-48.86851	-9.07558	39.79293	3	0.00000	0.10343
117	38	think the worst thing about	38	think the worst thing about 	0	-0.24502	-0.24502	0.00000	5	0.94058	0.94058
118	40	makes it funny you will	40	makes it funny you will 	0	-5.33996	-5.33996	0.00000	5	0.26316	0.26316
119	39	neat not great but entertaining	39	neat not great but entertaining 	0	-8.90924	-8.90924	0.00000	5	0.10782	0.10782
120	42	was the best movie since	42	was the best movie since 	0	-6.49349	-6.49349	0.00000	5	0.19723	0.19723
121	40	with his amazing talent this	40	with his amazing talent this 	0	-9.13730	-9.13730	0.00000	5	0.10184	0.10184
122	-1	9/10 entertainment 7/10 replayable 7/10	0	          	1	-15.15984	-1.25932	13.90052	0	0.02260	0.72991
123	40	this horrible waste of time	63	and total waste of time 	23	-7.11887	-3.57306	3.54581	3	0.16869	0.40932
124	44	just a lame excuse to	44	just a lame excuse to 	0	-10.21386	-10.21386	0.00000	5	0.07781	0.07781
125	47	is very annoying and over	47	is very annoying and over 	0	-9.03679	-9.03679	0.00000	5	0.10443	0.10443
126	-1	not the best way to	0	          	1	-27.65544	-27.65544	0.00000	0	0.00099	0.00099
127	39	far the worse film i	39	far the worse film i 	0	-5.62226	-5.62226	0.00000	5	0.24523	0.24523
128	44	would be best served to	44	would be best served to 	0	-2.07868	-2.07868	0.00000	5	0.59472	0.59472
129	39	disappointed the best bit was	39	disappointed the best bit was 	0	-4.19280	-4.19280	0.00000	5	0.35057	0.35057
130	39	probably the best television show	39	probably the best television show 	0	-3.49356	-3.49356	0.00000	5	0.41753	0.41753
131	-1	a good 7/10 for me	0	          	1	-21.55199	-16.03992	5.51207	0	0.00457	0.01813
132	38	and not funny i had	38	and not funny i had 	0	-5.18207	-5.18207	0.00000	5	0.27376	0.27376
133	0		0	          	0	-0.84711	-0.84711	0.00000	5	0.80914	0.80914
134	0	is flagrant bad ness to	46	it is bad to say 	46	-26.38842	-11.11796	15.27046	3	0.00136	0.06207
135	40	were supposedly funny were really	0	          	-40	-12.20038	-9.47778	2.72260	0	0.04735	0.09353
136	45	its a great program for	45	its a great program for 	0	-4.23740	-4.23740	0.00000	5	0.34668	0.34668
137	40	movie is boring the only	40	movie is boring the only 	0	-5.07649	-5.07649	0.00000	5	0.28108	0.28108
138	49	episode was dull dull dull	49	episode was dull dull dull 	0	-6.95064	-6.95064	0.00000	5	0.17593	0.17593
139	39	not directly funny but the	39	not directly funny but the 	0	-8.30975	-8.30975	0.00000	5	0.12525	0.12525
140	0	well deserved 7/10	0	          	0	-18.30377	-18.30377	0.00000	1	0.01030	0.01030
141	50	scene are awful the chief	51	scene are awful the chief 	1	-42.65276	-2.84578	39.80698	5	0.00002	0.49093
142	0	jimmy fallon's best performance all	68	was jimmy best performance all 	68	-50.34142	-24.41629	25.92513	4	0.00000	0.00223
143	38	is the worst documentary to	38	is the worst documentary to 	0	-5.06874	-5.06874	0.00000	5	0.28162	0.28162
144	37	happy but unfortunately it is	37	happy but unfortunately it is 	0	-2.08110	-2.08110	0.00000	5	0.59436	0.59436
145	40	bad guy unfortunately most of	40	bad guy unfortunately most of 	0	-12.79618	-12.79618	0.00000	5	0.04080	0.04080
146	58	move was great i am	58	move was great i am 	0	-1.87543	-1.87543	0.00000	5	0.62572	0.62572
147	42	by really poor writing towards	42	by really poor writing towards 	0	-13.87890	-13.87890	0.00000	5	0.03113	0.03113
148	56	and a gem a film	56	and a gem a film 	0	-3.10707	-3.10707	0.00000	5	0.45989	0.45989
149	46	character portrayed perfectly by nick	46	character portrayed perfectly by nick 	0	-8.09089	-8.09089	0.00000	5	0.13229	0.13229
150	38	from the best tom and	38	from the best tom and 	0	-5.55610	-5.55610	0.00000	5	0.24932	0.24932
151	70	which are excellent and sure	70	which are excellent and sure 	0	-4.87836	-4.87836	0.00000	5	0.29535	0.29535
152	42	not ever waste your time	42	not ever waste your time 	0	-9.27816	-9.27816	0.00000	5	0.09832	0.09832
153	42	never see great character and	42	never see great character and 	0	-12.07751	-12.07751	0.00000	5	0.04883	0.04883
154	38	a successful funny fantasy if	38	a successful funny fantasy if 	0	-8.53468	-8.53468	0.00000	5	0.11840	0.11840
155	39	for the subtle humour in	39	for the subtle humour in 	0	-5.91806	-5.91806	0.00000	5	0.22775	0.22775
156	38	i liked best and it	38	i liked best and it 	0	-5.03959	-5.03959	0.00000	5	0.28368	0.28368
157	73	you will waste time and	73	you will waste time and 	0	-5.87986	-5.87986	0.00000	5	0.22993	0.22993
158	0	of the best dramas ever	73	one of the best ever 	73	-59.14692	-19.15613	39.99079	4	0.00000	0.00832
159	39	this film 10/10 however some	39	film 10 10 however some 	0	-13.61387	-13.61387	0.00000	5	0.03326	0.03326
160	0	reinforce it 7/10 otto seems	42	to it 7 10 seems 	42	-19.98461	-17.19415	2.79046	4	0.00676	0.01359
161	0	bunch of badly realised fable	41	than a bunch of badly 	41	-20.61872	-17.99973	2.61899	3	0.00577	0.01111
162	39	will be disappointed in this	39	will be disappointed in this 	0	-3.20705	-3.20705	0.00000	5	0.44854	0.44854
163	41	is the best at playing	41	is the best at playing 	0	-6.14855	-6.14855	0.00000	5	0.21500	0.21500
164	40	as the worst movie of	40	as the worst movie of 	0	-0.56563	-0.56563	0.00000	5	0.86814	0.86814
165	0	from inflicting terrible act of	68	we are still from the 	68	-35.00145	-19.09588	15.90557	1	0.00016	0.00845
166	0	of 250 best movie above	41	list of best movie above 	41	-41.57471	-19.36267	22.21204	4	0.00003	0.00790
167	40	horde of annoying character shooting	46	each other all over the 	6	-27.04756	-24.99263	2.05493	0	0.00116	0.00193
168	37	are really excellent in this	37	are really excellent in this 	0	-5.56699	-5.56699	0.00000	5	0.24864	0.24864
169	39	was the best ever filmed	39	was the best ever filmed 	0	-2.04133	-2.04133	0.00000	5	0.60030	0.60030
170	0	of the best cop dramas	41	of the best cop ever 	41	-39.02173	-8.09097	30.93076	4	0.00006	0.13229
171	43	in that predictable and well	43	in that predictable and well 	0	-11.68936	-11.68936	0.00000	5	0.05381	0.05381
172	0	cafeteria the tedious monologue continues	63	away the story can not 	63	-42.89781	-26.43954	16.45827	1	0.00002	0.00135
173	41	did a fantastic job attempting	41	did a fantastic job attempting 	0	-2.96570	-2.96570	0.00000	5	0.47643	0.47643
174	-1	it the best reason to	0	          	1	-88.30416	-85.54155	2.76261	0	0.00000	0.00000
175	40	it got worse as none	40	it got worse as none 	0	-9.90673	-9.90673	0.00000	5	0.08402	0.08402
176	40	is very funny has reasonably	11	      this is 	-29	-10.65229	-6.28548	4.36681	1	0.06973	0.20776
177	0	also some stupid senseless moment	43	also some stupid moment it 	43	-31.32502	-16.11138	15.21364	4	0.00040	0.01781
178	41	with the fantastic book of	41	with the fantastic book of 	0	-5.94276	-5.94276	0.00000	5	0.22635	0.22635
179	43	must be terrible to be	43	must be terrible to be 	0	-4.49094	-4.49094	0.00000	5	0.32539	0.32539
180	40	plot was annoying and the	41	plot was annoying and the 	1	-18.68876	-2.42571	16.26305	5	0.00935	0.54530
181	39	a god awful movie the	39	a god awful movie the 	0	-9.67475	-9.67475	0.00000	5	0.08904	0.08904
182	73	did it great even before	73	did it great even before 	0	-13.49341	-13.49341	0.00000	5	0.03427	0.03427
183	0	everyone look bad and claimed	39	made everyone look bad and 	39	-36.70303	-25.46449	11.23854	4	0.00010	0.00172
184	44	and very funny however with	44	and very funny however with 	0	-7.18766	-7.18766	0.00000	5	0.16581	0.16581
185	40	vehicle anyway brilliant then also	40	vehicle anyway brilliant then also 	0	-10.44251	-10.44251	0.00000	5	0.07349	0.07349
186	69	7 5/10 best line of	69	5 10 best line of 	0	-4.65921	-4.65921	0.00000	5	0.31198	0.31198
187	40	was a great movie if	40	was a great movie if 	0	-2.92541	-2.92541	0.00000	5	0.48126	0.48126
188	71	it pretty boring with simply	71	it pretty boring with simply 	0	-17.38341	-17.38341	0.00000	5	0.01296	0.01296
189	58	for the best a bit	58	for the best a bit 	0	-5.32477	-5.32477	0.00000	5	0.26416	0.26416
190	43	be a worse sequel on	43	be a worse sequel on 	0	-7.48001	-7.48001	0.00000	5	0.15412	0.15412
191	50	of the best joke but	50	of the best joke but 	0	-6.98718	-6.98718	0.00000	5	0.17433	0.17433
192	-1	are great unfortunately you have	0	          	1	-37.17162	-32.21110	4.96052	0	0.00009	0.00032
193	0	on the annoying parrot with	57	and the costume in the 	57	-62.51466	-14.43354	48.08112	1	0.00000	0.02710
194	36	is very disappointing it is	37	is very disappointing it is 	1	-24.82038	-5.48586	19.33452	5	0.00202	0.25373
195	-1	far the funniest movie i	72	        to 	73	-17.56760	-11.69480	5.87280	0	0.01238	0.05373
196	65	are all excellent and at	65	are all excellent and at 	0	-4.82108	-4.82108	0.00000	5	0.29961	0.29961
197	38	was particularly great and the	38	was particularly great and the 	0	-8.51208	-8.51208	0.00000	5	0.11907	0.11907
198	52	is again excellent as the	52	is again excellent as the 	0	-11.82740	-11.82740	0.00000	5	0.05198	0.05198
199	46	they are stupid they are	46	they are stupid they are 	0	-6.56931	-6.56931	0.00000	5	0.19353	0.19353
200	43	given his best on film	43	given his best on film 	0	-8.95461	-8.95461	0.00000	5	0.10660	0.10660
201	45	result were funny but they	45	result were funny but they 	0	-6.49006	-6.49006	0.00000	5	0.19740	0.19740
202	0	acting is solid enough thematically	66	acting is solid enough but 	66	-25.26555	-8.57365	16.69190	4	0.00181	0.11725
203	0	austen adaptation 7/10	0	          	0	-7.37477	-7.37477	0.00000	2	0.15823	0.15823
204	0	to believe poor director harold	41	to believe poor director is 	41	-26.82789	-16.62902	10.19887	4	0.00122	0.01565
205	39	possibly the worst song ever	39	possibly the worst song ever 	0	-3.62751	-3.62751	0.00000	5	0.40378	0.40378
206	0	minimal at best but he	43	was at best but he 	43	-43.64827	-7.49080	36.15747	4	0.00002	0.15371
207	43	actor but unfortunately there is	43	actor but unfortunately there is 	0	-6.88822	-6.88822	0.00000	5	0.17870	0.17870
208	39	acting is awful the direction	40	acting is awful the direction 	1	-27.84764	-3.18441	24.66323	5	0.00095	0.45108
209	39	just as annoying in real	39	just as annoying in real 	0	-11.98794	-11.98794	0.00000	5	0.04994	0.04994
210	43	gets much worse there are	43	gets much worse there are 	0	-2.88640	-2.88640	0.00000	5	0.48597	0.48597
211	39	a more enjoyable and believable	0	          	-39	-10.65136	-4.25959	6.39177	0	0.06975	0.34476
212	45	being a poor country movie	45	being a poor country movie 	0	-6.56483	-6.56483	0.00000	5	0.19375	0.19375
213	39	of thing unfortunately i got	39	of thing unfortunately i got 	0	-14.64971	-14.64971	0.00000	5	0.02567	0.02567
214	45	most unintentionally funny movie i	45	most unintentionally funny movie i 	0	-1.40750	-1.40750	0.00000	5	0.70337	0.70337
215	39	would be enjoyable on some	39	would be enjoyable on some 	0	-10.56457	-10.56457	0.00000	5	0.07128	0.07128
216	0	this movie 10/10	0	          	0	-11.97112	-11.97112	0.00000	1	0.05015	0.05015
217	0	are often badly matched couple	40	      there are 	40	-25.14523	-16.47568	8.66955	2	0.00186	0.01626
218	44	good city bad this is	44	good city bad this is 	0	-8.95563	-8.95563	0.00000	5	0.10657	0.10657
219	40	for the best of everything	40	for the best of everything 	0	-6.31334	-6.31334	0.00000	5	0.20632	0.20632
220	69	done an excellent movie especially	69	done an excellent movie especially 	0	-5.64944	-5.64944	0.00000	5	0.24357	0.24357
221	57	as today fantastic and fast	57	as today fantastic and fast 	0	-13.05594	-13.05594	0.00000	5	0.03824	0.03824
222	40	one is forgettable in the	40	one is forgettable in the 	0	-8.89367	-8.89367	0.00000	5	0.10824	0.10824
223	40	despite his best effort higher	40	despite his best effort higher 	0	-2.64716	-2.64716	0.00000	5	0.51593	0.51593
224	45	that is bad enough but	45	that is bad enough but 	0	-5.36304	-5.36304	0.00000	5	0.26165	0.26165
225	45	childhood and best friend of	45	childhood and best friend of 	0	-1.94468	-1.94468	0.00000	5	0.61498	0.61498
226	47	revenge but poor and three	47	revenge but poor and three 	0	-3.96687	-3.96687	0.00000	5	0.37094	0.37094
227	54	do not waste your money	54	do not waste your money 	0	-0.83873	-0.83873	0.00000	5	0.81084	0.81084
228	39	such an annoying character that	39	such an annoying character that 	0	-5.57060	-5.57060	0.00000	5	0.24842	0.24842
229	45	fresh and funny in these	45	fresh and funny in these 	0	-5.02135	-5.02135	0.00000	5	0.28498	0.28498
230	-1	is a waste of time	59	film is a sense of 	60	-32.94851	-31.84667	1.10184	3	0.00026	0.00035
231	38	decide to waste 2 hour	38	decide to waste 2 hour 	0	-1.09614	-1.09614	0.00000	5	0.76031	0.76031
232	0	no worry 8/10	0	          	0	-19.47287	-19.47287	0.00000	1	0.00769	0.00769
233	45	does an excellent job of	45	does an excellent job of 	0	-0.49901	-0.49901	0.00000	5	0.88272	0.88272
234	40	it is funny moment some	40	it is funny moment some 	0	-8.77806	-8.77806	0.00000	5	0.11141	0.11141
235	68	mark was 1/10 and so	68	was 1 10 and so 	0	-8.41709	-8.41709	0.00000	5	0.12193	0.12193
236	-1	over long badly choreographed apparently	13	kung fu film but also 	14	-60.28563	-24.57330	35.71233	0	0.00000	0.00215
237	0	the cheesiness bad acting sleaze	44	in the bad acting and 	44	-44.62022	-7.75594	36.86428	3	0.00001	0.14385
238	40	by some bad acting and	40	by some bad acting and 	0	-4.11216	-4.11216	0.00000	5	0.35771	0.35771
239	0	dougla interacted perfectly but the	43	and dougla perfectly but the 	43	-41.37495	-18.51327	22.86168	4	0.00003	0.00977
240	37	was actually funny basically the	37	was actually funny basically the 	0	-8.20698	-8.20698	0.00000	5	0.12851	0.12851
241	38	film the fantastic writing and	39	film the fantastic writing and 	1	-23.69546	-4.79238	18.90308	5	0.00267	0.30177
242	0	to the noir cycle less	0	          	0	-17.80146	-17.80146	0.00000	1	0.01167	0.01167
243	0	and her terrible seducing outfit	14	      the side 	14	-36.80047	-19.99746	16.80301	1	0.00010	0.00674
244	56	play even worse here as	56	play even worse here as 	0	-4.70119	-4.70119	0.00000	5	0.30873	0.30873
245	40	nominated for best live action	40	nominated for best live action 	0	-3.36683	-3.36683	0.00000	5	0.43097	0.43097
246	46	over all enjoyable now before	46	over all enjoyable now before 	0	-14.94658	-14.94658	0.00000	5	0.02383	0.02383
247	41	talent is wasted here as	41	talent is wasted here as 	0	-3.18742	-3.18742	0.00000	5	0.45074	0.45074
248	38	music is forgettable i remember	38	music is forgettable i remember 	0	-12.11864	-12.11864	0.00000	5	0.04833	0.04833
249	0	script is weak sporting a	44	the script is weak a 	44	-29.51248	-27.36027	2.15221	4	0.00062	0.00107
250	41	us how stupid he is	41	us how stupid he is 	0	-8.83942	-8.83942	0.00000	5	0.10972	0.10972
251	37	movie is excellent with tremendous	37	movie is excellent with tremendous 	0	-8.06779	-8.06779	0.00000	5	0.13306	0.13306
252	45	to make great movie out	0	          	-45	-7.97385	-6.02616	1.94769	0	0.13622	0.22168
253	38	for a funny series if	38	for a funny series if 	0	-6.14405	-6.14405	0.00000	5	0.21524	0.21524
254	65	did a great job in	65	did a great job in 	0	-1.63116	-1.63116	0.00000	5	0.66512	0.66512
