117,43,think the worst thing about,44,the worst thing about this ,1,-36.57068,-6.84893,29.72175
118,45,makes it funny you will,58,really terrible i have to ,13,-27.72059,-18.77041,8.95018
119,44,neat not great but entertaining,45,not great but entertaining enough ,1,-36.84167,-26.46883,10.37284
120,47,was the best movie since,48,the best movie since the ,1,-40.98086,-23.53942,17.44144
121,45,with his amazing talent this,0,          ,-45,-40.71293,-14.16062,26.55231
122,-1,9/10 entertainment 7/10 replayable 7/10,0,          ,1,-19.41683,-9.00561,10.41122
123,45,this horrible waste of time,69,total waste of time oh ,24,-29.74668,-8.04318,21.7035
124,49,just a lame excuse to,50,a lame excuse to show ,1,-29.23511,-15.95831,13.2768
125,52,is very annoying and over,53,very annoying and over acting ,1,-29.71915,-9.80207,19.91708
126,-1,not the best way to,0,          ,1,-25.74906,-25.74906,0
127,44,far the worse film i,62,going to be a great ,18,-39.75019,-28.77955,10.97064
128,49,would be best served to,0,          ,-49,-28.90263,-10.22157,18.68106
129,44,disappointed the best bit was,45,the best bit was when ,1,-37.85077,-13.1697,24.68107
130,44,probably the best television show,45,the best television show i ,1,-33.41312,-25.65966,7.75346
131,-1,a good 7/10 for me,0,          ,1,-43.11245,-5.15869,37.95376
132,43,and not funny i had,44,not funny i had my ,1,-42.82701,-10.97333,31.85368
133,0,,0,          ,0,-0.90701,-0.90701,0
134,49,is flagrant bad ness to,27,      the concept ,-22,-30.65457,-17.61921,13.03536
135,45,were supposedly funny were really,49,really stupid i think this ,4,-51.37362,-17.89365,33.47997
136,50,its a great program for,51,a great program for younger ,1,-28.12714,-21.92562,6.20152
137,45,movie is boring the only,46,is boring the only other ,1,-24.01341,-9.33791,14.6755
138,54,episode was dull dull dull,55,was dull dull dull the ,1,-34.91857,-26.15215,8.76642
139,44,not directly funny but the,44,not directly funny but the ,0,-19.50894,-19.50894,0
140,-1,well deserved 7/10,62,out for a very young ,63,-48.6528,-31.64042,17.01238
141,55,scene are awful the chief,57,are awful the chief of ,2,-41.39036,-22.99721,18.39315
142,73,jimmy fallon's best performance all,67,really funny and i think ,-6,-52.03719,-9.57673,42.46046
143,43,is the worst documentary to,44,the worst documentary to come ,1,-42.00735,-24.34782,17.65953
144,42,happy but unfortunately it is,43,but unfortunately it is just ,1,-40.47928,-19.25864,21.22064
145,45,bad guy unfortunately most of,13,not bad for a professional ,-32,-30.34097,-15.76399,14.57698
146,63,move was great i am,0,          ,-63,-37.5258,-2.95833,34.56747
147,47,by really poor writing towards,48,really poor writing towards the ,1,-38.40582,-12.87671,25.52911
148,61,and a gem a film,49,is one you will enjoy ,-12,-35.04522,-27.03944,8.00578
149,51,character portrayed perfectly by nick,0,          ,-51,-32.16085,-8.18448,23.97637
150,43,from the best tom and,44,the best tom and jerry ,1,-39.56915,-9.83026,29.73889
151,75,which are excellent and sure,75,which are excellent and sure ,0,-20.79844,-20.79844,0
152,47,not ever waste your time,48,ever waste your time watching ,1,-48.14483,-20.6189,27.52593
153,47,never see great character and,32,      its hollywood ,-15,-27.44181,-17.46823,9.97358
154,43,a successful funny fantasy if,70,90 of the thing and ,27,-32.97079,-27.06896,5.90183
155,44,for the subtle humour in,45,the subtle humour in insight ,1,-36.83437,-24.51955,12.31482
156,43,i liked best and it,26,very interesting and a very ,-17,-32.81426,-24.45948,8.35478
157,78,you will waste time and,39,    got worse i ,-39,-26.14833,-16.83676,9.31157
158,78,of the best dramas ever,0,          ,-78,-20.73524,-13.49615,7.23909
159,-1,this film 10/10 however some,45,10 10 however some of ,46,-46.49229,-13.26842,33.22387
160,47,reinforce it 7/10 otto seems,48,it 7 10 seems content ,1,-31.13244,-24.37135,6.76109
161,46,bunch of badly realised fable,0,          ,-46,-42.24106,-19.41565,22.82541
162,44,will be disappointed in this,45,be disappointed in this film ,1,-22.10101,-12.21688,9.88413
163,46,is the best at playing,47,the best at playing a ,1,-31.23021,-14.1684,17.06181
164,45,as the worst movie of,46,the worst movie of all ,1,-25.60106,-19.26575,6.33531
165,47,from inflicting terrible act of,48,from terrible act of violence ,1,-69.67261,-25.01882,44.65379
166,46,of 250 best movie above,56,really not in a mood ,10,-29.84825,-19.78551,10.06274
167,44,horde of annoying character shooting,29,yes there is a good ,-15,-74.28935,-29.27984,45.00951
168,42,are really excellent in this,0,          ,-42,-40.86346,-9.84453,31.01893
169,44,was the best ever filmed,45,the best ever filmed of ,1,-36.23514,-9.81154,26.4236
170,45,of the best cop dramas,45,one of the best cop ,0,-17.4823,-17.4823,0
171,48,in that predictable and well,49,that predictable and well premise ,1,-33.25758,-22.49262,10.76496
172,45,cafeteria the tedious monologue continues,0,          ,-45,-66.65917,-15.67412,50.98505
173,46,did a fantastic job attempting,47,a fantastic job attempting to ,1,-34.85565,-15.64739,19.20826
174,-1,it the best reason to,0,          ,1,-120.39836,-120.39836,0
175,45,it got worse as none,46,got worse as none of ,1,-32.60049,-28.48783,4.11266
176,45,is very funny has reasonably,46,very funny has reasonably good ,1,-33.91993,-13.90446,20.01547
177,47,also some stupid senseless moment,49,some stupid moment it is ,2,-40.26923,-16.36411,23.90512
178,46,with the fantastic book of,47,the fantastic book of tom ,1,-45.27334,-22.91482,22.35852
179,48,must be terrible to be,63,as a kind of a ,15,-39.35149,-27.094,12.25749
180,45,plot was annoying and the,47,was annoying and the pace ,2,-33.7424,-15.18251,18.55989
181,44,a god awful movie the,74,those awful movie just to ,30,-23.2561,-17.75493,5.50117
182,78,did it great even before,66,to most of his greatest ,-12,-43.80656,-33.69624,10.11032
183,43,everyone look bad and claimed,46,look bad and we all ,3,-54.85596,-27.06454,27.79142
184,49,and very funny however with,50,very funny however with an ,1,-30.09955,-8.8743,21.22525
185,45,vehicle anyway brilliant then also,11,      some tremendous ,-34,-31.91206,-20.2127,11.69936
186,-1,7 5/10 best line of,75,10 best line of the ,76,-46.03507,-12.13103,33.90404
187,45,was a great movie if,46,a great movie if you ,1,-24.10099,-21.14359,2.9574
188,76,it pretty boring with simply,77,pretty boring with simply crappy ,1,-31.30719,-23.91526,7.39193
189,63,for the best a bit,64,the best a bit of ,1,-34.30617,-21.88187,12.4243
190,48,be a worse sequel on,49,a worse sequel on green ,1,-39.32044,-14.77422,24.54622
191,55,of the best joke but,56,the best joke but he ,1,-42.5702,-15.00356,27.56664
192,-1,are great unfortunately you have,0,          ,1,-34.57287,-11.19288,23.37999
193,48,on the annoying parrot with,71,they are the only good ,23,-60.51546,-29.95258,30.56288
194,41,is very disappointing it is,43,very disappointing it is not ,2,-34.53403,-8.16952,26.36451
195,-1,far the funniest movie i,78,      to experience ,79,-91.26167,-91.26167,0
196,70,are all excellent and at,71,all excellent and at least ,1,-37.24403,-21.306,15.93803
197,43,was particularly great and the,44,particularly great and the setting ,1,-35.7607,-14.1393,21.6214
198,57,is again excellent as the,0,          ,-57,-30.96541,-2.00404,28.96137
199,51,they are stupid they are,65,so bad it is good ,14,-33.41736,-11.34916,22.0682
200,48,given his best on film,49,his best on film except ,1,-35.36935,-18.81401,16.55534
201,50,result were funny but they,51,were funny but they are ,1,-40.81485,-16.97809,23.83676
202,70,acting is solid enough thematically,72,is solid enough but still ,2,-50.50778,-20.66057,29.84721
203,-1,austen adaptation 7/10,45,      the sense ,46,-47.7225,-18.06291,29.65959
204,45,to believe poor director harold,47,believe poor director is left ,2,-60.63998,-28.43871,32.20127
205,44,possibly the worst song ever,45,the worst song ever i ,1,-42.04399,-17.17648,24.86751
206,48,minimal at best but he,49,at best but he played ,1,-35.55778,-17.17074,18.38704
207,48,actor but unfortunately there is,49,but unfortunately there is no ,1,-30.43492,-12.84492,17.59
208,44,acting is awful the direction,50,is laughable and so far ,6,-25.84724,-15.10039,10.74685
209,44,just as annoying in real,45,as annoying in real life ,1,-24.44009,-15.68082,8.75927
210,48,gets much worse there are,49,much worse there are many ,1,-29.12401,-9.42989,19.69412
211,44,a more enjoyable and believable,45,more enjoyable and believable as ,1,-29.52381,-20.60774,8.91607
212,50,being a poor country movie,51,a poor country movie like ,1,-27.91498,-18.76585,9.14913
213,44,of thing unfortunately i got,5,      were many ,-39,-36.27903,-14.81893,21.4601
214,50,most unintentionally funny movie i,51,unintentionally funny movie i have ,1,-27.11959,-13.98346,13.13613
215,44,would be enjoyable on some,45,be enjoyable on some level ,1,-22.81449,-21.77063,1.04386
216,-1,this movie 10/10,72,mr to make such a ,73,-49.06618,-34.29544,14.77074
217,48,are often badly matched couple,50,often badly couple in the ,2,-29.90901,-19.75576,10.15325
218,49,good city bad this is,25,be missed by the average ,-24,-34.45116,-29.04927,5.40189
219,45,for the best of everything,71,is great fun to watch ,26,-30.53783,-23.19864,7.33919
220,74,done an excellent movie especially,75,an excellent movie especially as ,1,-32.96972,-15.72647,17.24325
221,62,as today fantastic and fast,62,as today fantastic and fast ,0,-26.79933,-26.79933,0
222,45,one is forgettable in the,46,is forgettable in the cop ,1,-30.06324,-16.87202,13.19122
223,45,despite his best effort higher,45,despite his best effort higher ,0,-22.17513,-22.17513,0
224,50,that is bad enough but,51,is bad enough but he ,1,-33.56708,-16.98582,16.58126
225,50,childhood and best friend of,51,and best friend of and ,1,-35.82423,-12.57429,23.24994
226,52,revenge but poor and three,53,but poor and three century ,1,-32.68042,-23.66975,9.01067
227,59,do not waste your money,60,not waste your money rent ,1,-23.04571,-12.47748,10.56823
228,44,such an annoying character that,45,an annoying character that we ,1,-31.13552,-26.5917,4.54382
229,50,fresh and funny in these,51,and funny in these scene ,1,-28.1184,-26.07014,2.04826
230,-1,is a waste of time,56,the only thing really to ,57,-33.20352,-25.87968,7.32384
231,43,decide to waste 2 hour,7,  make such a film ,-36,-46.30059,-14.53012,31.77047
232,-1,no worry 8/10,62,will get the same with ,63,-49.03237,-33.21752,15.81485
233,50,does an excellent job of,51,an excellent job of setting ,1,-31.54853,-23.56636,7.98217
234,45,it is funny moment some,39,totally loved the movie it ,-6,-32.39522,-17.8415,14.55372
235,-1,mark was 1/10 and so,74,1 10 and so i ,75,-36.08101,-8.90155,27.17946
236,42,over long badly choreographed apparently,44,long badly apparently by jackie ,2,-42.14773,-22.31094,19.83679
237,48,the cheesiness bad acting sleaze,64,is fun to watch as ,16,-42.473,-13.7378,28.7352
238,45,by some bad acting and,0,          ,-45,-42.30049,-8.36659,33.9339
239,48,dougla interacted perfectly but the,49,dougla perfectly but the core ,1,-67.46748,-19.29961,48.16787
240,42,was actually funny basically the,43,actually funny basically the movie ,1,-38.08412,-16.52719,21.55693
241,43,film the fantastic writing and,45,the fantastic writing and the ,2,-23.39813,-21.43778,1.96035
242,61,to the noir cycle less,60,unknown man to the noir ,-1,-41.50341,-34.58138,6.92203
243,52,and her terrible seducing outfit,0,          ,-52,-38.42236,-22.28936,16.133
244,61,play even worse here as,62,even worse here as for ,1,-41.26664,-13.38245,27.88419
245,45,nominated for best live action,0,          ,-45,-28.07615,-5.57937,22.49678
246,51,over all enjoyable now before,52,all enjoyable now before anyone ,1,-30.63265,-18.86025,11.7724
247,46,talent is wasted here as,47,is wasted here as for ,1,-37.14246,-16.61619,20.52627
248,43,music is forgettable i remember,44,is forgettable i remember every ,1,-37.41606,-20.52641,16.88965
249,49,script is weak sporting a,39,this adaptation of a novel ,-10,-38.63296,-29.01218,9.62078
250,46,us how stupid he is,47,how stupid he is the ,1,-20.20582,-14.89852,5.3073
251,42,movie is excellent with tremendous,43,is excellent with tremendous sound ,1,-32.75473,-17.37557,15.37916
252,50,to make great movie out,0,          ,-50,-27.78942,-16.97615,10.81327
253,43,for a funny series if,44,a funny series if they ,1,-39.574,-21.87005,17.70395
254,70,did a great job in,48,a bunch of desperate to ,-22,-34.82086,-24.66217,10.15869
255,46,of his favorite show the,12,      is the ,-34,-34.1128,-13.72866,20.38414
256,75,do not waste your money,77,not waste your money final ,2,-43.47527,-21.35863,22.11664
257,49,the character funny and believable,50,character funny and believable especially ,1,-26.5166,-24.935,1.5816
258,47,an unintentionally funny way i,41,so bad it is good ,-6,-29.16556,-12.34698,16.81858
259,-1,cast was superb why would,77,      in and ,78,-91.09189,-83.52652,7.56537
260,47,i was funny on any,22,so much even that i ,-25,-33.20506,-25.17939,8.02567
261,49,the possessor lame,0,          ,-49,-39.04126,-2.69445,36.34681
262,47,minute were excellent we finally,48,were excellent we finally got ,1,-36.17133,-20.22407,15.94726
263,46,film is predictable it is,47,is predictable it is more ,1,-27.55976,-15.34774,12.21202
264,47,was a lousy actor not,48,a lousy actor not because ,1,-41.35097,-14.54019,26.81078
265,46,of the best soundtrack ever,38,much better than this the ,-8,-47.88678,-24.60365,23.28313
266,50,rather than pathetic full of,0,          ,-50,-34.18097,-6.20507,27.9759
267,64,marvel of bland obstinacy with,0,          ,-64,-40.96061,-13.75066,27.20995
268,52,and a wonderfully hard boiled/soft,53,a wonderfully hard soft ben ,1,-37.53062,-15.69986,21.83076
269,-1,the even worse pillow book,75,are totally by the of ,76,-49.87731,-38.62879,11.24852
270,46,than not funny and in,47,not funny and in spot ,1,-51.6112,-16.0009,35.6103
271,46,feel deeply disappointed it is,0,          ,-46,-28.52034,-14.15464,14.3657
272,68,does a great job portraying,34,this movie was the performance ,-34,-33.06558,-28.89734,4.16824
273,43,far the best and despite,44,the best and despite its ,1,-29.7058,-18.33053,11.37527
274,47,so very badly written the,0,          ,-47,-16.45608,-10.38364,6.07244
275,47,about how terrible man are,48,how terrible man are she ,1,-33.43476,-21.50542,11.92934
276,51,is a wonderful actor the,52,a wonderful actor the director ,1,-32.962,-23.63993,9.32207
277,50,most god awful line from,51,god awful line from an ,1,-27.50149,-21.96088,5.54061
278,-1,this movie 7/10 because the,0,          ,1,-58.78879,-4.81802,53.97077
279,47,an exceptionally funny character who,48,an funny character who is ,1,-34.67812,-16.16581,18.51231
280,48,with a subtle and effective,49,a subtle and effective soundtrack ,1,-39.25088,-22.73665,16.51423
281,49,or plain awful she has,50,plain awful she has to ,1,-42.86114,-15.44087,27.42027
282,43,whenever a stupid joke or,44,a stupid joke or one ,1,-41.41487,-24.95023,16.46464
283,43,to be funny but he,44,be funny but he is ,1,-29.29386,-19.14957,10.14429
284,42,poorly acted badly shot and,43,acted badly shot and the ,1,-29.18855,-17.51844,11.67011
285,45,is so poor and charlotte's,47,so poor and character dies ,2,-34.84372,-25.66152,9.1822
286,45,at their best so did,46,their best so did a ,1,-34.097,-18.61052,15.48648
287,43,but very enjoyable my rating,44,very enjoyable my rating was ,1,-33.90792,-10.11322,23.7947
288,-1,very much recommended,45,      and the ,46,-66.1443,-12.83553,53.30877
289,42,was more annoying than anything,43,more annoying than anything else ,1,-25.91125,-9.41309,16.49816
290,49,hilarity too bad as the,50,too bad as the premise ,1,-33.84352,-11.14231,22.70121
291,45,was the best sniper rifle,0,          ,-45,-24.65457,-7.95571,16.69886
292,44,many an enjoyable character actor,45,an enjoyable character actor but ,1,-26.0842,-11.22906,14.85514
293,43,ugh how awful just another,44,how awful just another junk ,1,-42.59761,-17.34902,25.24859
294,48,a really annoying woman who,49,really annoying woman who ends ,1,-23.62345,-16.44476,7.17869
295,49,takes the awful beautiful person,50,the awful beautiful person we ,1,-40.69363,-32.0396,8.65403
296,48,probably the best brazilian film,50,the best film of so ,2,-29.23911,-25.86456,3.37455
297,43,i loved this movie,44,i loved this movie since ,1,-55.64883,-13.57642,42.07241
298,48,movie as bad as this,49,as bad as this one ,1,-24.4965,-13.39954,11.09696
299,45,what is worse is that,46,is worse is that the ,1,-23.30659,-12.57062,10.73597
300,45,bull elephant amazing mansion set,46,elephant amazing mansion set on ,1,-37.28776,-22.59024,14.69752
301,45,generally seemed annoying and out,46,seemed annoying and out of ,1,-33.86282,-22.4647,11.39812
302,49,was far worse than the,50,far worse than the series ,1,-27.27638,-5.99049,21.28589
303,46,mostly the poor and it,47,the poor and it easy ,1,-36.22952,-14.77331,21.45621
304,45,old trick unfortunately other than,26,    seeing a of ,-19,-22.41066,-16.44574,5.96492
305,47,is a funny entertaining exciting,48,a funny entertaining exciting and ,1,-35.63358,-19.14864,16.48494
306,-1,an incredibly awful movie if,74,a good movie that will ,75,-48.82258,-24.52357,24.29901
307,43,to be awful i refuse,53,what i have seen in ,10,-39.74325,-30.26474,9.47851
308,48,it gets boring i kept,49,gets boring i kept having ,1,-37.84194,-23.16464,14.6773
309,48,is the best amicus production,72,blood is a horror an ,24,-39.05084,-22.29486,16.75598
310,49,he is perfectly cast as,50,is perfectly cast as the ,1,-26.61755,-14.0097,12.60785
311,45,to be enjoyed with the,46,be enjoyed with the least ,1,-27.58774,-14.08994,13.4978
312,74,lovely film noir with a,75,film noir with a lovely ,1,-25.8212,-16.14289,9.67831
313,49,would merely waste the money,62,his mother and other who ,13,-38.9187,-26.98613,11.93257
314,48,foster ultimately fails at despite,49,ultimately fails at despite its ,1,-100.00159,-26.12711,73.87448
315,45,film is terrible every line,74,so bad it is good ,29,-33.08186,-10.96567,22.11619
316,46,is an awful movie awful,58,how bad it is the ,12,-22.63056,-10.41229,12.21827
317,48,were not stupid are you,49,not stupid are you me ,1,-46.31821,-21.89624,24.42197
318,44,them so badly the editing,26,bloody awful and the actor ,-18,-31.8116,-12.90049,18.91111
319,-1,of the worst movie ever,68,a horror film no surprise ,69,-42.09371,-23.68282,18.41089
320,46,is fairly mediocre in their,47,fairly mediocre in their still ,1,-38.18628,-22.60857,15.57771
321,49,color are superb would love,50,are superb would love to ,1,-42.98206,-26.12334,16.85872
322,69,opportunity and bad career move,32,  it is too little ,-37,-43.43884,-15.81553,27.62331
323,48,all awful annoying character it,49,awful annoying character it is ,1,-20.87577,-18.34894,2.52683
324,42,want to avoid and this,43,to avoid and this comes ,1,-30.56456,-22.49055,8.07401
325,52,wish is laughable r bolla,54,is laughable r plays a ,2,-39.58485,-31.4784,8.10645
326,47,entitled fast cheap and out,48,fast cheap and out of ,1,-28.25516,-25.40612,2.84904
327,42,for that unfortunately the story,43,that unfortunately the story line ,1,-40.16992,-15.78931,24.38061
328,-1,will be disappointed,45,like horror film and have ,46,-48.72089,-19.32041,29.40048
